,iata,name,city,state,country,latitude,longitude
762,ABQ,Albuquerque International,Albuquerque,NM,USA,35.04022222,-106.6091944
763,ABR,Aberdeen Regional,Aberdeen,SD,USA,45.44905556,-98.42183333
764,ABY,Southwest Georgia Regional,Albany,GA,USA,31.535515000000004,-84.19447333
765,ACB,Antrim County,Bellaire,MI,USA,44.98857611,-85.198355
766,ACJ,Souther,Americus,GA,USA,32.11079917,-84.18884806
767,ACK,Nantucket Memorial,Nantucket,MA,USA,41.25305194,-70.06018139
768,ACQ,Waseca Municipal,Waseca,MN,USA,44.07346389,-93.55294361
769,ACT,Waco Regional,Waco,TX,USA,31.61128833,-97.23051917
770,ACV,Arcata,Arcata/Eureka,CA,USA,40.97811528,-124.1086189
771,ACY,Atlantic City International,Atlantic City,NJ,USA,39.45758333,-74.57716667
772,ACZ,Henderson,Wallace,NC,USA,34.71789028,-78.00362444
773,ADC,Wadena Municipal,Wadena,MN,USA,46.45026972,-95.21095472
774,ADG,Lenawee County,Adrian,MI,USA,41.86943667,-84.07480528
775,ADH,Ada Municipal,Ada,OK,USA,34.80434056,-96.6712775
776,ADK,Adak,Adak,AK,USA,51.87796389,-176.6460306
777,ADM,Ardmore Municipal,Ardmore,OK,USA,34.30320667,-97.01952167
778,ADQ,Kodiak,Kodiak,AK,USA,57.74996778,-152.4938553
779,ADS,Addison,Dallas/Addison,TX,USA,32.96855944,-96.83644778
780,ADT,Atwood-Rawlins County City-County,Atwood,KS,USA,39.84013889,-101.0420278
781,ADU,Audubon Municipal,Audubon,IA,USA,41.70137556,-94.92054167
782,AEG,Double Eagle II,Albuquerque,NM,USA,35.14515278,-106.79516170000001
783,AEL,Albert Lea Municipal,Albert Lea,MN,USA,43.68151278,-93.36723778
784,AEX,Alexandria International,Alexandria,LA,USA,31.32737167,-92.54855611
785,AFE,Kake,Kake,AK,USA,56.96048139,-133.90826940000002
786,AFJ,Washington County,Washington,PA,USA,40.13648833,-80.29020083
787,AFK,Nebraska City Municipal,Nebraska City,NE,USA,40.60688889,-95.86569444
788,AFM,Ambler,Ambler,AK,USA,67.10610472,-157.85362030000002
789,AFN,Jaffrey Municipal Silver Ranch,Jaffrey,NH,USA,42.80513417,-72.00302194
790,AFO,Afton Municipal,Afton,WY,USA,42.71124583,-110.9421639
791,AFW,Fort Worth Alliance,Fort Worth,TX,USA,32.98763889,-97.31880556
792,AGC,Allegheny Cty,Pittsburgh,PA,USA,40.35440139,-79.93016889
793,AGN,Angoon SPB,Angoon,AK,USA,57.50355528,-134.5850939
794,AGO,Magnolia Municipal,Magnolia,AR,USA,33.22802111,-93.21696861
795,AGS,Bush,Augusta,GA,USA,33.369955,-81.96449611
796,AGZ,Wagner Municipal,Wagner,SD,USA,43.06332694,-98.29618972
797,AHH,Amery Municipal,Amery,WI,USA,45.28114833,-92.37539222
798,AHN,Athens Municipal,Athens,GA,USA,33.94859528,-83.32634694
799,AHP,Port Alexander SPB,Port Alexander,AK,USA,56.24684222,-134.6481539
800,AHQ,Wahoo Municipal,Wahoo,NE,USA,41.24133333,-96.59402778
801,AIA,Alliance Municipal,Alliance,NE,USA,42.05325,-102.80372220000001
802,AID,Anderson Municipal,Anderson,IN,USA,40.10862139,-85.61299472
803,AIG,Langlade County,Antigo,WI,USA,45.15419444,-89.11072222
804,AIK,Aiken Municipal,Aiken,SC,USA,33.64955556,-81.68447222
805,AIO,Atlantic Municipal,Atlantic,IA,USA,41.40726722,-95.04690639
806,AIT,Aitkin Municipal,Aitkin,MN,USA,46.5484225,-93.6768
807,AIV,George Downer,Aliceville,AL,USA,33.10706889,-88.19725167
808,AIY,Atlantic City Municipal,Atlantic City,NJ,USA,39.36002778,-74.45608333
809,AIZ,Lee C Fine Memorial,Kaiser/Lake Ozark,MO,USA,38.096035,-92.5494875
810,AJC,Chignik (Anchorage Bay),Chignik,AK,USA,56.3114625,-158.3732369
811,AJG,Mt Carmel Municipal,Mt Carmel,IL,USA,38.60654722,-87.72669417
812,AJO,Corona Municipal,Corona,CA,USA,33.89765389,-117.60243999999999
813,AJR,Habersham County,Cornelia,GA,USA,34.50081944,-83.55487
814,AK5,Perryville,Perryville,AK,USA,55.90806056,-159.1585781
815,AKA,Atka,Atka,AK,USA,52.22034833,-174.2063503
816,AKH,Gastonia Municipal,Gastonia,NC,USA,35.20265944,-81.1498675
817,AKI,Akiak,Akiak,AK,USA,60.90481194,-161.2270189
818,AKK,Akhiok,Akhiok,AK,USA,56.93869083,-154.1825556
819,AKN,King Salmon,King Salmon,AK,USA,58.67680167,-156.6492175
820,AKO,Akron-Washington Co,Akron,CO,USA,40.17563333,-103.22202779999999
821,AKP,Anaktuvuk Pass,Anaktuvuk Pass,AK,USA,68.1343225,-151.74168
822,AKR,Akron Fulton Intl.,Akron,OH,USA,41.0375,-81.46693944
823,AKW,Klawock,Klawock,AK,USA,55.57923333,-133.07599720000002
824,AL08,Vaiden,Marion,AL,USA,32.51235611,-87.38555472
825,ALB,Albany Cty,Albany,NY,USA,42.74811944,-73.80297861
826,ALI,Alice International,Alice,TX,USA,27.74088889,-98.02694444
827,ALM,Alamogordo-White Sands Regional,Alamogordo,NM,USA,32.83994444,-105.99058329999998
828,ALN,St. Louis Regional,Alton/St. Louis,IL,USA,38.89029083,-90.04604306
829,ALO,Waterloo Municipal,Waterloo,IA,USA,42.55708139,-92.40034361
830,ALS,San Luis Valley Regional/Bergman,Alamosa,CO,USA,37.43491667,-105.86655559999998
831,ALW,Walla Walla Regional,Walla Walla,WA,USA,46.09456167,-118.2880367
832,ALX,Thomas C Russell,Alexander City,AL,USA,32.91475167,-85.96295611
833,AMA,Amarillo International,Amarillo,TX,USA,35.2193725,-101.7059272
834,AMG,Bacon County,Alma,GA,USA,31.53605556,-82.50655556
835,AMN,Gratiot Community,Alma,MI,USA,43.3221425,-84.68794917
836,AMT,Alexander Salamon,West Union,OH,USA,38.85148778,-83.56627778
837,AMW,Ames Municipal,Ames,IA,USA,41.99206972,-93.62180139
838,ANB,Anniston Metropolitan,Anniston,AL,USA,33.58816667,-85.85811111
839,ANC,Ted Stevens Anchorage International,Anchorage,AK,USA,61.17432028,-149.9961856
840,AND,Anderson County,Anderson,SC,USA,34.49494444,-82.70902778
841,ANE,Anoka County,Minneapolis,MN,USA,45.145,-93.21138889
842,ANI,Aniak,Aniak,AK,USA,61.58159694,-159.5430428
843,ANQ,Steuben County-Tri State,Angola,IN,USA,41.63969833,-85.08349333
844,ANV,Anvik,Anvik,AK,USA,62.64858333,-160.1898889
845,ANW,Ainsworth Municipal,Ainsworth,NE,USA,42.57922222,-99.99297222
846,ANY,Anthony Municipal,Anthony,KS,USA,37.15852194,-98.07964667
847,AOC,Arco-Butte County,Arco,ID,USA,43.60343056,-113.3340972
848,AOH,Allen County,Lima,OH,USA,40.70694444,-84.02666667
849,AOO,Altoona-Blair Cty,Altoona,PA,USA,40.29637222,-78.32002306
850,APA,Centennial,Denver,CO,USA,39.57012833,-104.8492942
851,APC,Napa County,Napa,CA,USA,38.21319444,-122.28069440000002
852,APF,Naples Municipal,Naples,FL,USA,26.15247222,-81.77544444
853,APN,Alpena County Regional,Alpena,MI,USA,45.078067499999996,-83.56028583
854,APT,Marion County-Brown,Jasper,TN,USA,35.06067778,-85.58531667
855,APV,Apple Valley,Apple Valley,CA,USA,34.57528944,-117.18617920000001
856,AQC,Klawock SPB,Klawock,AK,USA,55.5546575,-133.1016928
857,AQH,Kwinhagak,Quinhagak,AK,USA,59.75700722,-161.8794789
858,AQT,Nuiqsut,Nuiqsut,AK,USA,70.20995278,-151.0055611
859,AQW,Harriman And West,North Adams,MA,USA,42.69591417,-73.17038306
860,AQY,Girdwood,Girdwood,AK,USA,60.96609583,-149.12578919999999
861,ARA,Acadiana Regional,New Iberia,LA,USA,30.03775833,-91.88389611
862,ARB,Ann Arbor Municipal,Ann Arbor,MI,USA,42.22298361,-83.74560722
863,ARC,Arctic Village,Arctic Village,AK,USA,68.11608083,-145.5761114
864,ARG,Walnut Ridge Regional,Walnut Ridge,AR,USA,36.12534667,-90.92461944
865,ARR,Aurora Municipal,Chicago/Aurora,IL,USA,41.77192944,-88.47565917
866,ART,Watertown Intl,Watertown,NY,USA,43.99192222,-76.02173861
867,ARV,Lakeland,Minocqua-Woodruff,WI,USA,45.92792556,-89.73094278
868,ASD,Slidell,Slidell,LA,USA,30.345055,-89.82078833
869,ASE,Aspen-Pitkin Co/Sardy,Aspen,CO,USA,39.22316,-106.868845
870,ASG,Springdale Municipal,Springdale,AR,USA,36.17641056,-94.11925833
871,ASH,Boire,Nashua,NH,USA,42.78176306,-71.51477944
872,ASJ,Tri-County,Ahoskie,NC,USA,36.29752583,-77.17085556
873,ASL,Marshall - Harrison County,Marshall,TX,USA,32.5205,-94.30777778
874,ASN,Talladega Municipal,Talladega,AL,USA,33.56991111,-86.05085833
875,AST,Astoria Regional,Astoria,OR,USA,46.15797222,-123.87869440000001
876,ASW,Warsaw Municipal,Warsaw,IN,USA,41.2747,-85.84005556
877,ASX,John F Kennedy Memorial,Ashland,WI,USA,46.54852806,-90.91896639
878,ATA,Hall-Miller Municipal,Atlanta,TX,USA,33.101805,-94.19532694
879,ATK,Atqasuk,Atqasuk,AK,USA,70.46727611,-157.4357361
880,ATL,William B Hartsfield-Atlanta Intl,Atlanta,GA,USA,33.64044444,-84.42694444
881,ATS,Artesia Municipal,Artesia,NM,USA,32.85252806,-104.4676864
882,ATW,Outagamie County Regional,Appleton,WI,USA,44.25740806,-88.51947556
883,ATY,Watertown Municipal,Watertown,SD,USA,44.91398056,-97.15471944
884,AUG,Augusta State,Augusta,ME,USA,44.32064972,-69.79731806
885,AUH,Aurora Municipal,Aurora,NE,USA,40.89413889,-97.99455556
886,AUK,Alakanuk,Alakanuk,AK,USA,62.68004417,-164.6599253
887,AUM,Austin Municipal,Austin,MN,USA,43.66499083,-92.933385
888,AUN,Auburn Municipal,Auburn,CA,USA,38.95476944,-121.08208059999998
889,AUO,Auburn-Opelik,Auburn,AL,USA,32.61635417,-85.43355944
890,AUS,Austin-Bergstrom International,Austin,TX,USA,30.19453278,-97.66987194
891,AUW,Wausau Municipal,Wausau,WI,USA,44.92847222,-89.62661111
892,AVC,Mecklenburg-Brunswick Regional,South Hill,VA,USA,36.68827778,-78.05447222
893,AVK,Alva Regional,Alva,OK,USA,36.77317,-98.66994611
894,AVL,Asheville Regional,Asheville,NC,USA,35.43619444,-82.54180556
895,AVO,Avon Park Municipal,Avon Park,FL,USA,27.591145,-81.52785333
896,AVP,Wilkes-Barre/Scranton Intl,Wilkes-Barre/Scranton,PA,USA,41.33814944,-75.72426750000001
897,AVQ,Marana Northwest Regional,Marana,AZ,USA,32.40939028,-111.21850859999999
898,AVX,Catalina,Avalon,CA,USA,33.40494444,-118.4158611
899,AWG,Washington Municipal,Washington,IA,USA,41.27610083,-91.67344389
900,AWI,Wainwright,Wainwright,AK,USA,70.638,-159.99475
901,AWM,West Memphis Municipal,West Memphis,AR,USA,35.13505861,-90.23444639
902,AWO,Arlington Municipal,Arlington,WA,USA,48.16074833,-122.1590208
903,AXA,Algona Municipal,Algona,IA,USA,43.07791056,-94.27199278
904,AXN,Chandler,Alexandria,MN,USA,45.86629833,-95.39466806
905,AXS,Altus Municipal,Altus,OK,USA,34.69878194,-99.3381
906,AXV,Neil Armstrong,Wapakoneta,OH,USA,40.49338889,-84.29894444
907,AXX,Angel Fire,Angel Fire,NM,USA,36.42240972,-105.2892967
908,AYS,Waycross-Ware County,Waycross,GA,USA,31.24905556,-82.39530556
909,AZC,Colorado City Municipal,Colorado City,AZ,USA,36.95994444,-113.0138889
910,AZE,Hazelhurst,Hazelhurst,GA,USA,31.88465639,-82.64738778
911,AZO,Kalamazoo County,Kalamazoo,MI,USA,42.234875,-85.55205749999999
912,B01,Granville,Granville,NY,USA,43.42507111,-73.26205306
913,B08,Silver Springs,Silver Springs,NV,USA,39.40324917,-119.25182920000002
914,B16,Whitford,Weedsport,NY,USA,43.08027611,-76.53837556
915,B19,Biddeford Municipal,Biddeford,ME,USA,43.46411111,-70.47238889
916,B21,Sugarloaf Regional,Carrabasset,ME,USA,45.08616639,-70.21617778
917,BAF,Barnes Municipal,Westfield,MA,USA,42.15773111,-72.71562028
918,BAK,Columbus Municipal,Columbus,IN,USA,39.26191861,-85.89634556
919,BAM,Battle Mountain,Battle Mountain,NV,USA,40.59904583,-116.8743358
920,BAX,Huron County Memorial,Bad Axe,MI,USA,43.78091667,-82.98566667
921,BAZ,New Braunfels Municipal,New Braunfels,TX,USA,29.7045,-98.04222222
922,BBB,Benson Municipal,Benson,MN,USA,45.3319325,-95.650565
923,BBD,Curtis,Brady,TX,USA,31.17816667,-99.32463889
924,BBP,Marlboro County,Bennettsville,SC,USA,34.62170861,-79.73435944
925,BBW,Broken Bow Municipal,Broken Bow,NE,USA,41.43645056,-99.64216861
926,BCB,Virginia Tech,Blacksburg,VA,USA,37.20782361,-80.40832778
927,BCE,Bryce Canyon,Bryce Canyon,UT,USA,37.70637111,-112.14547250000001
928,BCK,Black River Falls Area,Black River Falls,WI,USA,44.25073861,-90.85528028
929,BCT,Boca Raton,Boca Raton,FL,USA,26.37848667,-80.10769667
930,BCV,Birchwood,Birchwood,AK,USA,61.41612444,-149.50888
931,BDE,Baudette International,Baudette,MN,USA,48.72741667,-94.61030556
932,BDG,Blanding Muni,Blanding,UT,USA,37.58303472,-109.48328889999999
933,BDL,Bradley International,Windsor Locks,CT,USA,41.93887417,-72.68322833
934,BDQ,Morrilton Municipal,Morrilton,AR,USA,35.13619528,-92.71349722
935,BDR,Igor I Sikorsky Memorial,Bridgeport,CT,USA,41.16348417,-73.12617861
936,BDX,Broadus,Broadus,MT,USA,45.433325,-105.41721329999999
937,BED,Laurence G Hanscom,Bedford,MA,USA,42.46995306,-71.28903000000001
938,BEH,Southwest Michigan Regional,Benton Harbor,MI,USA,42.12858333,-86.4285
939,BET,Bethel,Bethel,AK,USA,60.77977639,-161.8379975
940,BFD,Bradford Reg,Bradford,PA,USA,41.80306778,-78.64012083
941,BFF,Scotts Bluff County,Scottsbluff,NE,USA,41.87402778,-103.59563890000001
942,BFI,Boeing Field/King County Intl,Seattle,WA,USA,47.52998917,-122.3019561
943,BFK,Buffalo Municipal,Buffalo,OK,USA,36.86330139,-99.61873056
944,BFL,Meadows,Bakersfield,CA,USA,35.43359806,-119.05676809999999
945,BFM,Mobile Downtown,Mobile,AL,USA,30.62646944,-88.06799861
946,BFR,Virgil I Grissom Municipal,Bedford,IN,USA,38.84003306,-86.44536361
947,BFW,Silver Bay Municipal,Silver Bay,MN,USA,47.24902778,-91.41558333
948,BGD,Hutchinson County,Borger,TX,USA,35.70004194,-101.39405359999999
949,BGE,Decatur County Industrial Airpark,Bainbridge,GA,USA,30.97152778,-84.63744444
950,BGF,Winchester Municipal,Winchester,TN,USA,35.17753417,-86.06616722
951,BGM,Binghamton Regional,Binghamton,NY,USA,42.20848278,-75.97961361
952,BGQ,Big Lake Strip Nr 2,Big Lake,AK,USA,61.53556806,-149.8138975
953,BGR,Bangor International,Bangor,ME,USA,44.80744444,-68.82813889
954,BHB,Hancock Co-Bar Harbor,Bar Harbor,ME,USA,44.44969444,-68.3615
955,BHC,Baxley Municipal,Baxley,GA,USA,31.71383333,-82.39377778
956,BHK,Baker Muni,Baker City,MT,USA,46.34763639,-104.2594475
957,BHM,Birmingham International,Birmingham,AL,USA,33.56294306,-86.75354972
958,BID,Block Island State,Block Island,RI,USA,41.16811889,-71.57784167
959,BIE,Beatrice Municipal,Beatrice,NE,USA,40.30127778,-96.75411111
960,BIG,Allen AAF,Delta Junction,AK,USA,63.99454722,-145.7216417
961,BIH,Bishop,Bishop,CA,USA,37.37309556,-118.36360890000002
962,BIL,Billings Logan Intl,Billings,MT,USA,45.8076625,-108.54286110000001
963,BIS,Bismarck Municipal,Bismarck,ND,USA,46.77411111,-100.74672220000001
964,BIV,Tulip City,Holland,MI,USA,42.74316667,-86.10502778
965,BJC,Jeffco,Denver,CO,USA,39.90878667,-105.11721580000001
966,BJI,Bemidji-Beltrami County,Bemidji,MN,USA,47.50942417,-94.93372333
967,BJJ,Wayne County,Wooster,OH,USA,40.87480556,-81.88825
968,BKD,Breckenridge Stephens County,Breckenridge,TX,USA,32.71904694,-98.89099972
969,BKE,Baker City Municipal,Baker City,OR,USA,44.83733333,-117.80908329999998
970,BKL,Burke Lakefront,Cleveland,OH,USA,41.5175,-81.68333333
971,BKV,Hernando County,Brooksville,FL,USA,28.47359722,-82.45542139
972,BKW,Raleigh Cty Memorial,Beckley,WV,USA,37.78732833,-81.12416417
973,BKX,Brookings Municipal,Brookings,SD,USA,44.30483333,-96.81694444
974,BLF,Mercer Cty,Bluefield,WV,USA,37.29579944,-81.20769056
975,BLH,Blythe,Blythe,CA,USA,33.61916278,-114.71687639999999
976,BLI,Bellingham Intl,Bellingham,WA,USA,48.79275,-122.53752779999999
977,BLM,Allaire Arpt,Belmar/Farmingdale,NJ,USA,40.18691806,-74.12488694
978,BLV,Scott AFB/MidAmerica,Belleville/St. Louis,IL,USA,38.54517861,-89.83518444
979,BMC,Brigham City,Brigham City,UT,USA,41.55239139,-112.0622625
980,BMG,Monroe County,Bloomington,IN,USA,39.14602139,-86.61668278
981,BMI,Central Illinois Regional,Bloomington,IL,USA,40.47798556,-88.91595278
982,BML,Berlin Municipal,Berlin,NH,USA,44.57537278,-71.17593167
983,BMQ,Burnet Muni-Kate Craddock,Burnet,TX,USA,30.73894444,-98.23858333
984,BMT,Beaumont Municipal,Beaumont,TX,USA,30.07044111,-94.21553806
985,BNA,Nashville International,Nashville,TN,USA,36.12447667,-86.67818222
986,BNF,Baranof Warm Springs SPB,Baranof Warm Springs,AK,USA,57.08882583,-134.83314140000002
987,BNG,Banning Municipal,Banning,CA,USA,33.92307111,-116.8505756
988,BNL,Barnwell County,Barnwell,SC,USA,33.25777778,-81.38833333
989,BNO,Burns Muni,Burns,OR,USA,43.59212778,-118.95497890000001
990,BNW,Boone Municipal,Boone,IA,USA,42.04956944,-93.84757222
991,BOI,Boise Air Terminal,Boise,ID,USA,43.56444444,-116.22277779999999
992,BOK,Brookings,Brookings,OR,USA,42.07455556,-124.2900939
993,BOS,Gen Edw L Logan Intl,Boston,MA,USA,42.3643475,-71.00517917
994,BOW,Bartow Municipal,Bartow,FL,USA,27.9433575,-81.78344167
995,BPI,Big Piney-Marbleton,Big Piney,WY,USA,42.58506972,-110.1111531
996,BPK,Baxter County Regional,Mountain Home,AR,USA,36.36894194,-92.47052806
997,BPT,Southeast Texas Regional,Beaumont/Port Arthur,TX,USA,29.95083333,-94.02069444
998,BQK,Glynco Jetport,Brunswick,GA,USA,31.25902778,-81.46630556
999,BQN,Rafael Hernandez,Aguadilla,PR,USA,18.49486111,-67.12944444
1000,BRD,Brainerd-Crow Wing County Regional,Brainerd,MN,USA,46.39785806,-94.13722750000001
1001,BRL,Burlington Municipal,Burlington,IA,USA,40.783225,-91.12550556
1002,BRO,Brownsville/S.Padre Island International,Brownsville,TX,USA,25.90683333,-97.42586111
1003,BRW,Wiley Post Will Rogers Memorial,Barrow,AK,USA,71.2854475,-156.76600190000002
1004,BRY,Samuels,Bardstown,KY,USA,37.81432167,-85.49963806
1005,BST,Belfast Municipal,Belfast,ME,USA,44.40966667,-69.01225
1006,BTI,Barter Island,Kaktovik,AK,USA,70.13390278,-143.5770444
1007,BTL,W K Kellogg Regional,Battle Creek,MI,USA,42.30727806,-85.25147972
1008,BTM,Bert Mooney,Butte,MT,USA,45.95479528,-112.49746
1009,BTN,Britton Municipal,Britton,SD,USA,45.81522222,-97.74313889
1010,BTP,Butler Cty,Butler,PA,USA,40.77692611,-79.94972417
1011,BTR,"Baton Rouge Metropolitan, Ryan",Baton Rouge,LA,USA,30.53316083,-91.14963444
1012,BTT,Bettles,Bettles,AK,USA,66.91528667,-151.5280556
1013,BTV,Burlington International,Burlington,VT,USA,44.47300361,-73.1503125
1014,BTY,Beatty,Beatty,NV,USA,36.86105722,-116.78700359999999
1015,BUB,Cram,Burwell,NE,USA,41.77669444,-99.14975
1016,BUF,Buffalo Niagara Intl,Buffalo,NY,USA,42.94052472,-78.73216667
1017,BUM,Butler Memorial,Butler,MO,USA,38.28977028,-94.34012694
1018,BUR,Burbank-Glendale-Pasadena,Burbank,CA,USA,34.20061917,-118.3584969
1019,BUY,Burlington Municipal,Burlington,NC,USA,36.04854333,-79.47488694
1020,BVI,Beaver County,Beaver Falls,PA,USA,40.77248083,-80.39142556
1021,BVK,Buckland,Buckland,AK,USA,65.98228611,-161.15197780000003
1022,BVN,Albion Municipal,Albion,NE,USA,41.72857778,-98.05575972
1023,BVO,Bartlesville Municipal,Bartlesville,OK,USA,36.76247611,-96.01115167
1024,BVS,Skagit Regional/Bay View,Burlington/Mount Vernon,WA,USA,48.47088889,-122.42086110000001
1025,BVX,Batesville Regional,Batesville,AR,USA,35.726105,-91.64736083
1026,BVY,Beverly Municipal,Beverly,MA,USA,42.58417111,-70.91651833
1027,BWC,Brawley Municipal,Brawley,CA,USA,32.9931,-115.5169325
1028,BWD,Brownwood Municipal,Brownwood,TX,USA,31.79362222,-98.95649528
1029,BWG,Bowling Green-Warren County,Bowling Green,KY,USA,36.96451667,-86.41967917
1030,BWI,Baltimore-Washington International,Baltimore,MD,USA,39.17540167,-76.66819833
1031,BWP,Harry Stern,Wahpeton,ND,USA,46.24640083,-96.6056825
1032,BXA,George R Carr Memorial,Bogalusa,LA,USA,30.81368639,-89.86496444
1033,BXG,Burke County,Waynesboro,GA,USA,33.04093056,-82.00397917
1034,BXK,Buckeye Municipal,Buckeye,AZ,USA,33.42088556,-112.6863
1035,BYA,Boundary,Boundary,AK,USA,64.07830278,-141.113375
1036,BYG,Johnson County,Buffalo,WY,USA,44.38108528,-106.72178970000002
1037,BYI,Burley Municipal,Burley,ID,USA,42.54260361,-113.77154420000001
1038,BZN,Gallatin,Bozeman,MT,USA,45.77690139,-111.15300719999999
1039,C00,Mercer County,Aledo,IL,USA,41.248645,-90.73708361
1040,C05,Chenega Bay,Chenega,AK,USA,60.07730556,-147.9918889
1041,C09,Morris Municipal,Morris,IL,USA,41.42541667,-88.41869444
1042,C15,Pekin Municipal,Pekin,IL,USA,40.48820611,-89.67591083
1043,C17,Marion,Marion,IA,USA,42.03111083,-91.52934222
1044,C18,Frankfort,Chicago/Frankfort,IL,USA,41.4775,-87.84047222
1045,C25,Waverly Municipal,Waverly,IA,USA,42.741952500000004,-92.50793528
1046,C29,Morey,Middleton,WI,USA,43.11424444,-89.53073222
1047,C34,Gibson City Municipal,Gibson City,IL,USA,40.48578389,-88.2672725
1048,C35,Reedsburg Municipal,Reedsburg,WI,USA,43.52589944,-89.98322194
1049,C47,Portage Municipal,Portage,WI,USA,43.560092499999996,-89.48309278
1050,C52,Burlington Municipal,Burlington,WI,USA,42.69056389,-88.30464
1051,C56,Sanger,Chicago/Monee,IL,USA,41.37756167,-87.68137528
1052,C62,Kendallville Municipal,Kendallville,IN,USA,41.47271639,-85.26080833
1053,C65,Plymouth Municipal,Plymouth,IN,USA,41.36513333,-86.30050417
1054,C66,Monmouth Municipal,Monmouth,IL,USA,40.92970444,-90.63110722
1055,C71,Crosby Municipal,Crosby,MS,USA,31.29600472,-91.05288167
1056,C73,Dixon Muni-Charles R Walgreen,Dixon,IL,USA,41.83369889,-89.44621333
1057,C75,Marshall County,Lacon,IL,USA,41.01928583,-89.38642222
1058,C77,Poplar Grove,Poplar Grove,IL,USA,42.32268639,-88.83651833
1059,C80,New Coalinga Municipal,Coalinga,CA,USA,36.16313889,-120.2938139
1060,C81,Campbell,Chicago/Round Lake Park,IL,USA,42.32461111,-88.07408806
1061,C83,Byron,Byron,CA,USA,37.828452500000004,-121.6258219
1062,C91,Dowagiac Municipal,Dowagiac,MI,USA,41.99293417,-86.1280125
1063,CAD,Wexford County,Cadillac,MI,USA,44.27531333,-85.41892694
1064,CAE,Columbia Metropolitan,Columbia,SC,USA,33.93884,-81.11953944
1065,CAG,Craig-Moffat,Craig,CO,USA,40.49522139,-107.52164669999999
1066,CAK,Akron-Canton Regional,Akron,OH,USA,40.91631194,-81.44246556
1067,CAO,Clayton Municipal Airpark,Clayton,NM,USA,36.44585972,-103.1546583
1068,CAR,Caribou Municipal,Caribou,ME,USA,46.8715,-68.01791667
1069,CAV,Clarion Municipal,Clarion,IA,USA,42.74194389,-93.75890944
1070,CBE,Cumberland Regional,Cumberland,MD,USA,39.61541667,-78.76086361
1071,CBF,Council Bluffs Municipal,Council Bluffs,IA,USA,41.25947222,-95.75997222
1072,CBG,Cambridge Municipal,Cambridge,MN,USA,45.55854639,-93.26464361
1073,CBK,Shaltz,Colby,KS,USA,39.42753083,-101.0465719
1074,CCB,Cable,Upland,CA,USA,34.11154056,-117.68758970000002
1075,CCO,Newnan-Coweta County,Newnan,GA,USA,33.31208333,-84.77027778
1076,CCR,Buchanan,Concord,CA,USA,37.98965639,-122.05689720000001
1077,CCY,Charles City Municipal,Charles City,IA,USA,43.07260861,-92.61077833
1078,CDB,Cold Bay,Cold Bay,AK,USA,55.20559972,-162.7242628
1079,CDC,Cedar City Muni,Cedar City,UT,USA,37.70097028,-113.098575
1080,CDH,Harrell,Camden,AR,USA,33.62279917,-92.76339528
1081,CDI,Cambridge Municipal,Cambridge,OH,USA,39.97504417,-81.57759528
1082,CDK,George T Lewis,Cedar Key,FL,USA,29.137745000000002,-83.04984361
1083,CDN,Woodward,Camden,SC,USA,34.28358333,-80.56486111
1084,CDR,Chadron Municipal,Chadron,NE,USA,42.83755556,-103.0954167
1085,CDV,Merle K (Mudhole) Smith,Cordova,AK,USA,60.49183389,-145.4776503
1086,CDW,Essex Cty Arpt,Caldwell,NJ,USA,40.87522278,-74.28135667
1087,CEC,Jack McNamara,Crescent City,CA,USA,41.78015722,-124.23653329999999
1088,CEF,Westover AFB,Chicopee,MA,USA,42.19826389,-72.53425833
1089,CEK,Crete Municipal,Crete,NE,USA,40.61791667,-96.92488889
1090,CEM,Central,Central,AK,USA,65.57380667,-144.7832908
1091,CEU,Oconee County Regional,Clemson,SC,USA,34.67205556,-82.88644444
1092,CEV,Mettel,Connersville,IN,USA,39.69803139,-85.13124528
1093,CEW,Bob Sikes,Crestview,FL,USA,30.77883333,-86.52211111
1094,CEY,Kyle-Oakley,Murray,KY,USA,36.66458333,-88.37277722
1095,CEZ,Cortez Muni,Cortez,CO,USA,37.30299778,-108.6280658
1096,CFD,Coulter,Bryan,TX,USA,30.71569444,-96.33136111
1097,CFJ,Crawfordsville Municipal,Crawfordsville,IN,USA,39.97562861,-86.91986361
1098,CFK,Chefornak,Chefornak,AK,USA,60.14922556,-164.2856325
1099,CFT,Greenlee County,Clifton-Morenci,AZ,USA,32.95284306,-109.2103453
1100,CFV,Coffeyville Municipal,Coffeyville,KS,USA,37.094047499999995,-95.57189417
1101,CGA,Craig SPB,Craig,AK,USA,55.47883139,-133.14780109999998
1102,CGC,Crystal River,Crystal River,FL,USA,28.86727778,-82.57130556
1103,CGE,Cambridge-Dorchester,Cambridge,MD,USA,38.53930556,-76.03036111
1104,CGF,Cuyahoga County,Cleveland,OH,USA,41.56512389,-81.48635389
1105,CGI,Cape Girardeau Municipal,Cape Girardeau,MO,USA,37.22531694,-89.57075167
1106,CGS,College Park,College Park,MD,USA,38.98058333,-76.92230556
1107,CGX,Chicago Meigs,Chicago,IL,USA,41.85884389,-87.60791167
1108,CGZ,Casa Grande Municipal,Casa Grande,AZ,USA,32.95488889,-111.76683329999999
1109,CHA,Lovell,Chattanooga,TN,USA,35.03526833,-85.20378778
1110,CHD,Chandler Municipal,Chandler,AZ,USA,33.26908333,-111.8111389
